SNP	Chromosome	GeneticDistance	Position	Phenotype	Pvalue	Qvalue	N	NumSNPsExcluded	IndexExclusionStart	DOF	NullLogLike	AltLogLike	SNPWeight	SNPWeightSE	OddsRatio	WaldStat	NullLogDelta	NullGeneticVar	NullResidualVar	NullBias	NullCov01Weight	NullCov02Weight	NullCov03Weight	NullCov04Weight	NullCov05Weight	NullCov06Weight	LogDelta	GeneticVar	ResidualVar	Bias	Cov01Weight	Cov02Weight	Cov03Weight	Cov04Weight	Cov05Weight	Cov06Weight	SNPIndex	SNPCount
cg12532169	15	23932370.000000	23932370	Phenotype_001	7.449E-001	9.678E-001	204	0	70	1	1.777E+002	1.740E+002	3.220E-003	9.882E-003	1.009E+000	1.062E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.019E+000	1.464E-002	5.284E-003	8.186E-001	-1.019E-003	6.181E-003	1.270E-001	1.093E-001	5.177E-002	-1.960E-002	5063	7848
cg07715201	5	37840839.000000	37840839	Phenotype_001	7.453E-001	9.678E-001	204	0	23	1	1.777E+002	1.740E+002	3.123E-003	9.600E-003	1.007E+000	1.059E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.011E+000	1.455E-002	5.295E-003	8.186E-001	-9.918E-004	7.017E-003	1.291E-001	1.112E-001	5.198E-002	-1.799E-002	1916	7848
cg04030848	22	30960881.000000	30960881	Phenotype_001	7.453E-001	9.678E-001	204	0	97	1	1.777E+002	1.737E+002	2.311E-003	7.102E-003	1.006E+000	1.058E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.012E+000	1.456E-002	5.293E-003	8.186E-001	-1.011E-003	5.952E-003	1.291E-001	1.107E-001	5.145E-002	-2.070E-002	7105	7848
cg18638931	22	50528179.000000	50528179	Phenotype_001	7.453E-001	9.678E-001	204	0	97	1	1.777E+002	1.737E+002	2.203E-003	6.772E-003	1.006E+000	1.058E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.014E+000	1.458E-002	5.291E-003	8.186E-001	-1.010E-003	5.400E-003	1.283E-001	1.110E-001	5.211E-002	-1.972E-002	7189	7848
cg24892510	19	53636309.000000	53636309	Phenotype_001	7.453E-001	9.678E-001	204	0	85	1	1.777E+002	1.739E+002	2.718E-003	8.356E-003	1.006E+000	1.058E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.010E+000	1.454E-002	5.296E-003	8.186E-001	-1.003E-003	6.856E-003	1.291E-001	1.110E-001	5.113E-002	-1.978E-002	6562	7848
cg02245378	2	223161771.000000	223161771	Phenotype_001	7.454E-001	9.678E-001	204	0	12	1	1.777E+002	1.745E+002	-5.042E-003	1.550E-002	1.013E+000	1.058E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.024E+000	1.470E-002	5.278E-003	8.186E-001	-9.957E-004	6.015E-003	1.281E-001	1.104E-001	5.194E-002	-1.871E-002	1142	7848
cg14654731	4	122685145.000000	122685145	Phenotype_001	7.455E-001	9.679E-001	204	1	22	1	1.779E+002	1.739E+002	2.300E-003	7.076E-003	1.005E+000	1.056E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.224E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.028E+000	1.474E-002	5.273E-003	8.186E-001	-1.004E-003	6.176E-003	1.289E-001	1.103E-001	5.182E-002	-2.074E-002	1806	7848
cg10631471	16	48279243.000000	48279243	Phenotype_001	7.456E-001	9.679E-001	204	0	72	1	1.777E+002	1.740E+002	3.096E-003	9.531E-003	1.010E+000	1.055E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.018E+000	1.463E-002	5.285E-003	8.186E-001	-1.001E-003	6.358E-003	1.284E-001	1.105E-001	5.195E-002	-1.974E-002	5412	7848
cg18628483	12	57943326.000000	57943326	Phenotype_001	7.458E-001	9.679E-001	204	0	61	1	1.777E+002	1.737E+002	2.331E-003	7.180E-003	1.006E+000	1.054E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.011E+000	1.455E-002	5.294E-003	8.186E-001	-9.890E-004	7.381E-003	1.284E-001	1.103E-001	5.175E-002	-2.072E-002	4541	7848
cg24363955	5	32788467.000000	32788467	Phenotype_001	7.459E-001	9.679E-001	204	0	23	1	1.777E+002	1.741E+002	-3.320E-003	1.023E-002	1.006E+000	1.053E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.020E+000	1.465E-002	5.283E-003	8.186E-001	-9.915E-004	5.777E-003	1.280E-001	1.103E-001	5.147E-002	-1.886E-002	1904	7848
cg27453644	23	152990774.000000	152990774	Phenotype_001	7.463E-001	9.680E-001	204	0	100	1	1.777E+002	1.742E+002	3.641E-003	1.124E-002	1.007E+000	1.050E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.013E+000	1.457E-002	5.292E-003	8.186E-001	-9.967E-004	1.063E-002	1.281E-001	1.108E-001	5.208E-002	-1.933E-002	7795	7848
cg09721047	2	68962012.000000	68962012	Phenotype_001	7.463E-001	9.680E-001	204	0	7	1	1.777E+002	1.739E+002	2.759E-003	8.517E-003	1.007E+000	1.050E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.021E+000	1.467E-002	5.281E-003	8.186E-001	-1.006E-003	6.102E-003	1.283E-001	1.102E-001	5.185E-002	-2.013E-002	867	7848
cg18636558	3	121613703.000000	121613703	Phenotype_001	7.464E-001	9.680E-001	204	0	13	1	1.777E+002	1.738E+002	2.550E-003	7.872E-003	1.006E+000	1.049E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.017E+000	1.461E-002	5.287E-003	8.186E-001	-1.016E-003	6.447E-003	1.290E-001	1.111E-001	5.161E-002	-1.966E-002	1418	7848
cg05942574	17	48637104.000000	48637104	Phenotype_001	7.465E-001	9.680E-001	204	0	80	1	1.777E+002	1.739E+002	-2.892E-003	8.932E-003	1.006E+000	1.048E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.020E+000	1.465E-002	5.283E-003	8.186E-001	-1.010E-003	6.126E-003	1.288E-001	1.096E-001	5.087E-002	-2.267E-002	5836	7848
cg09084200	11	134095863.000000	134095863	Phenotype_001	7.467E-001	9.680E-001	204	0	61	1	1.777E+002	1.737E+002	2.193E-003	6.779E-003	1.006E+000	1.046E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.020E+000	1.465E-002	5.283E-003	8.186E-001	-1.011E-003	6.832E-003	1.279E-001	1.096E-001	5.104E-002	-1.936E-002	4297	7848
cg01697865	11	117856007.000000	117856007	Phenotype_001	7.468E-001	9.680E-001	204	0	60	1	1.777E+002	1.738E+002	-2.424E-003	7.496E-003	1.007E+000	1.046E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.022E+000	1.468E-002	5.280E-003	8.186E-001	-9.987E-004	5.702E-003	1.277E-001	1.103E-001	5.150E-002	-1.804E-002	4229	7848
cg27087809	15	78527410.000000	78527410	Phenotype_001	7.470E-001	9.682E-001	204	0	70	1	1.777E+002	1.739E+002	2.722E-003	8.425E-003	1.006E+000	1.044E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.026E+000	1.472E-002	5.275E-003	8.186E-001	-1.016E-003	6.644E-003	1.291E-001	1.109E-001	5.161E-002	-2.115E-002	5209	7848
cg15779716	3	45188208.000000	45188208	Phenotype_001	7.475E-001	9.684E-001	204	0	12	1	1.777E+002	1.739E+002	-2.726E-003	8.456E-003	1.008E+000	1.039E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.031E+000	1.478E-002	5.269E-003	8.186E-001	-9.937E-004	5.909E-003	1.268E-001	1.090E-001	5.142E-002	-1.942E-002	1291	7848
cg19690214	6	154678326.000000	154678326	Phenotype_001	7.475E-001	9.684E-001	204	0	38	1	1.777E+002	1.738E+002	2.649E-003	8.217E-003	1.005E+000	1.039E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.014E+000	1.458E-002	5.290E-003	8.186E-001	-1.025E-003	5.872E-003	1.278E-001	1.098E-001	5.185E-002	-2.097E-002	2569	7848
cg27090216	8	22960461.000000	22960461	Phenotype_001	7.476E-001	9.684E-001	204	0	46	1	1.777E+002	1.737E+002	-2.358E-003	7.316E-003	1.004E+000	1.039E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.020E+000	1.465E-002	5.283E-003	8.186E-001	-1.002E-003	6.038E-003	1.278E-001	1.094E-001	5.161E-002	-2.045E-002	3014	7848
cg06206626	22	26825900.000000	26825900	Phenotype_001	7.477E-001	9.684E-001	204	0	97	1	1.777E+002	1.737E+002	-2.337E-003	7.254E-003	1.007E+000	1.038E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.034E+000	1.480E-002	5.266E-003	8.186E-001	-1.004E-003	5.584E-003	1.274E-001	1.099E-001	5.174E-002	-1.826E-002	7087	7848
cg04629204	1	26348325.000000	26348325	Phenotype_001	7.480E-001	9.687E-001	204	0	2	1	1.777E+002	1.737E+002	2.301E-003	7.153E-003	1.006E+000	1.035E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.014E+000	1.458E-002	5.291E-003	8.186E-001	-1.002E-003	6.645E-003	1.286E-001	1.096E-001	5.144E-002	-2.183E-002	117	7848
cg09674867	11	8954206.000000	8954206	Phenotype_001	7.484E-001	9.690E-001	204	0	56	1	1.777E+002	1.738E+002	-2.485E-003	7.735E-003	1.007E+000	1.032E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.031E+000	1.478E-002	5.269E-003	8.186E-001	-9.945E-004	5.587E-003	1.272E-001	1.096E-001	5.180E-002	-1.873E-002	3875	7848
cg14145194	19	10450022.000000	10450022	Phenotype_001	7.486E-001	9.690E-001	204	0	83	1	1.777E+002	1.740E+002	-3.070E-003	9.563E-003	1.009E+000	1.030E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.030E+000	1.476E-002	5.270E-003	8.186E-001	-9.851E-004	5.756E-003	1.265E-001	1.094E-001	5.160E-002	-1.767E-002	6207	7848
cg11935147	1	145075831.000000	145075831	Phenotype_001	7.486E-001	9.690E-001	204	0	2	1	1.777E+002	1.744E+002	4.550E-003	1.418E-002	1.008E+000	1.030E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.025E+000	1.471E-002	5.276E-003	8.186E-001	-9.797E-004	6.638E-003	1.285E-001	1.092E-001	5.148E-002	-1.484E-002	371	7848
cg23276695	6	88855716.000000	88855716	Phenotype_001	7.492E-001	9.692E-001	204	0	35	1	1.777E+002	1.741E+002	-3.381E-003	1.056E-002	1.006E+000	1.025E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.013E+000	1.457E-002	5.292E-003	8.186E-001	-1.018E-003	6.076E-003	1.276E-001	1.096E-001	5.198E-002	-1.915E-002	2456	7848
cg04112019	11	2165136.000000	2165136	Phenotype_001	7.493E-001	9.692E-001	204	0	55	1	1.777E+002	1.739E+002	2.899E-003	9.059E-003	1.007E+000	1.024E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.015E+000	1.459E-002	5.289E-003	8.186E-001	-1.010E-003	7.220E-003	1.282E-001	1.109E-001	5.146E-002	-1.651E-002	3808	7848
cg21200703	4	25657628.000000	25657628	Phenotype_001	7.493E-001	9.692E-001	204	0	20	1	1.777E+002	1.737E+002	-2.370E-003	7.407E-003	1.005E+000	1.024E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.032E+000	1.479E-002	5.268E-003	8.186E-001	-9.943E-004	6.487E-003	1.275E-001	1.086E-001	5.174E-002	-2.073E-002	1667	7848
cg13126790	6	160010346.000000	160010346	Phenotype_001	7.494E-001	9.692E-001	204	0	38	1	1.777E+002	1.739E+002	2.885E-003	9.019E-003	1.006E+000	1.024E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.018E+000	1.462E-002	5.286E-003	8.186E-001	-1.011E-003	6.490E-003	1.277E-001	1.098E-001	5.175E-002	-2.056E-002	2573	7848
cg07525077	14	21359943.000000	21359943	Phenotype_001	7.494E-001	9.692E-001	204	0	66	1	1.777E+002	1.739E+002	-2.813E-003	8.794E-003	1.005E+000	1.023E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.022E+000	1.467E-002	5.281E-003	8.186E-001	-1.031E-003	5.770E-003	1.275E-001	1.103E-001	5.189E-002	-1.856E-002	4851	7848
cg13928116	23	147582053.000000	147582053	Phenotype_001	7.498E-001	9.694E-001	204	0	100	1	1.777E+002	1.740E+002	-2.969E-003	9.297E-003	1.005E+000	1.020E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.009E+000	1.453E-002	5.297E-003	8.186E-001	-1.024E-003	3.470E-003	1.282E-001	1.096E-001	5.227E-002	-2.236E-002	7754	7848
cg12588301	1	152487335.000000	152487335	Phenotype_001	7.498E-001	9.694E-001	204	0	2	1	1.777E+002	1.736E+002	2.018E-003	6.319E-003	1.006E+000	1.020E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.018E+000	1.463E-002	5.286E-003	8.186E-001	-1.033E-003	5.888E-003	1.283E-001	1.103E-001	5.181E-002	-1.946E-002	404	7848
cg01887353	23	47342480.000000	47342480	Phenotype_001	7.500E-001	9.694E-001	204	0	99	1	1.777E+002	1.747E+002	-6.466E-003	2.026E-002	1.009E+000	1.018E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.017E+000	1.462E-002	5.286E-003	8.186E-001	-1.009E-003	-4.543E-003	1.280E-001	1.096E-001	5.160E-002	-1.985E-002	7332	7848
cg18883209	22	44394601.000000	44394601	Phenotype_001	7.500E-001	9.694E-001	204	0	97	1	1.777E+002	1.737E+002	-2.257E-003	7.074E-003	1.007E+000	1.018E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.015E+000	1.459E-002	5.290E-003	8.186E-001	-9.913E-004	7.064E-003	1.283E-001	1.101E-001	5.096E-002	-1.990E-002	7175	7848
cg16616769	16	19727142.000000	19727142	Phenotype_001	7.503E-001	9.694E-001	204	0	72	1	1.777E+002	1.738E+002	-2.478E-003	7.774E-003	1.005E+000	1.016E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.016E+000	1.461E-002	5.288E-003	8.186E-001	-9.911E-004	5.843E-003	1.282E-001	1.094E-001	5.173E-002	-2.025E-002	5350	7848
cg02205962	23	152989807.000000	152989807	Phenotype_001	7.506E-001	9.694E-001	204	0	100	1	1.777E+002	1.749E+002	7.867E-003	2.472E-002	1.011E+000	1.013E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.028E+000	1.474E-002	5.273E-003	8.186E-001	-1.010E-003	1.976E-002	1.281E-001	1.106E-001	5.192E-002	-1.948E-002	7794	7848
cg10242476	3	46619364.000000	46619364	Phenotype_001	7.507E-001	9.694E-001	204	0	12	1	1.777E+002	1.738E+002	-2.388E-003	7.503E-003	1.007E+000	1.013E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.022E+000	1.468E-002	5.280E-003	8.186E-001	-1.005E-003	8.080E-003	1.278E-001	1.103E-001	5.198E-002	-1.907E-002	1304	7848
cg21988465	20	57429277.000000	57429277	Phenotype_001	7.508E-001	9.694E-001	204	0	94	1	1.777E+002	1.739E+002	-2.816E-003	8.853E-003	1.008E+000	1.012E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.034E+000	1.481E-002	5.266E-003	8.186E-001	-1.012E-003	5.925E-003	1.269E-001	1.096E-001	5.153E-002	-1.823E-002	6879	7848
cg14399060	2	177015070.000000	177015070	Phenotype_001	7.508E-001	9.694E-001	204	1	9	1	1.783E+002	1.744E+002	-2.414E-003	7.593E-003	1.005E+000	1.011E-001	-1.022E+000	1.461E-002	5.257E-003	8.186E-001	6.200E-003	1.282E-001	1.103E-001	5.181E-002	-1.954E-002	8.186E-001	-1.049E+000	1.498E-002	5.247E-003	8.186E-001	-1.004E-003	5.571E-003	1.277E-001	1.111E-001	5.172E-002	-1.825E-002	1059	7848
cg24127874	2	239149859.000000	239149859	Phenotype_001	7.509E-001	9.694E-001	204	0	12	1	1.777E+002	1.736E+002	-2.095E-003	6.589E-003	1.007E+000	1.011E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.032E+000	1.479E-002	5.267E-003	8.186E-001	-1.010E-003	5.492E-003	1.273E-001	1.097E-001	5.177E-002	-1.973E-002	1193	7848
cg10784030	1	38412688.000000	38412688	Phenotype_001	7.509E-001	9.694E-001	204	0	2	1	1.777E+002	1.737E+002	2.211E-003	6.957E-003	1.004E+000	1.010E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.020E+000	1.466E-002	5.283E-003	8.186E-001	-1.011E-003	6.010E-003	1.274E-001	1.096E-001	5.172E-002	-1.890E-002	175	7848
cg07599644	11	33693866.000000	33693866	Phenotype_001	7.512E-001	9.696E-001	204	0	57	1	1.777E+002	1.737E+002	2.344E-003	7.381E-003	1.005E+000	1.008E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.018E+000	1.463E-002	5.285E-003	8.186E-001	-1.009E-003	6.664E-003	1.280E-001	1.096E-001	5.180E-002	-2.051E-002	3954	7848
cg13650156	7	99970502.000000	99970502	Phenotype_001	7.513E-001	9.696E-001	204	0	43	1	1.777E+002	1.738E+002	-2.491E-003	7.848E-003	1.007E+000	1.008E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.022E+000	1.467E-002	5.281E-003	8.186E-001	-9.929E-004	5.947E-003	1.276E-001	1.099E-001	5.161E-002	-1.889E-002	2809	7848
cg08555772	10	28287707.000000	28287707	Phenotype_001	7.514E-001	9.696E-001	204	0	53	1	1.777E+002	1.740E+002	2.978E-003	9.389E-003	1.005E+000	1.006E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.025E+000	1.471E-002	5.276E-003	8.186E-001	-9.741E-004	6.677E-003	1.285E-001	1.101E-001	5.135E-002	-1.573E-002	3522	7848
cg03562120	20	43343997.000000	43343997	Phenotype_001	7.518E-001	9.700E-001	204	0	94	1	1.777E+002	1.738E+002	2.386E-003	7.535E-003	1.007E+000	1.003E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.016E+000	1.460E-002	5.288E-003	8.186E-001	-1.011E-003	5.742E-003	1.276E-001	1.098E-001	5.184E-002	-2.015E-002	6803	7848
cg23767977	12	52947465.000000	52947465	Phenotype_001	7.520E-001	9.700E-001	204	0	61	1	1.777E+002	1.738E+002	2.371E-003	7.493E-003	1.005E+000	1.001E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.024E+000	1.470E-002	5.278E-003	8.186E-001	-1.003E-003	6.851E-003	1.276E-001	1.088E-001	5.204E-002	-2.121E-002	4485	7848
cg21682902	12	96390960.000000	96390960	Phenotype_001	7.521E-001	9.700E-001	204	0	62	1	1.777E+002	1.737E+002	-2.349E-003	7.424E-003	1.005E+000	1.001E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.024E+000	1.469E-002	5.279E-003	8.186E-001	-1.025E-003	5.957E-003	1.282E-001	1.104E-001	5.213E-002	-1.912E-002	4606	7848
cg00929855	6	31783364.000000	31783364	Phenotype_001	7.522E-001	9.700E-001	204	0	30	1	1.777E+002	1.737E+002	2.258E-003	7.139E-003	1.003E+000	9.998E-002	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.018E+000	1.463E-002	5.286E-003	8.186E-001	-9.957E-004	6.308E-003	1.280E-001	1.106E-001	5.170E-002	-1.824E-002	2318	7848
cg03164831	23	80065461.000000	80065461	Phenotype_001	7.527E-001	9.700E-001	204	0	100	1	1.777E+002	1.745E+002	-4.946E-003	1.567E-002	1.010E+000	9.957E-002	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.022E+000	1.467E-002	5.281E-003	8.186E-001	-1.011E-003	-1.113E-003	1.280E-001	1.102E-001	5.160E-002	-1.916E-002	7517	7848
cg12274479	1	22264515.000000	22264515	Phenotype_001	7.530E-001	9.700E-001	204	0	2	1	1.777E+002	1.738E+002	-2.470E-003	7.837E-003	1.007E+000	9.933E-002	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.022E+000	1.467E-002	5.281E-003	8.186E-001	-9.820E-004	6.702E-003	1.274E-001	1.109E-001	5.186E-002	-1.909E-002	91	7848
cg00230685	23	17755839.000000	17755839	Phenotype_001	7.530E-001	9.700E-001	204	0	98	1	1.777E+002	1.745E+002	-4.928E-003	1.564E-002	1.007E+000	9.929E-002	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.018E+000	1.463E-002	5.286E-003	8.186E-001	-1.012E-003	-4.900E-004	1.280E-001	1.098E-001	5.196E-002	-1.937E-002	7240	7848
cg24642468	16	49407997.000000	49407997	Phenotype_001	7.530E-001	9.700E-001	204	0	72	1	1.777E+002	1.738E+002	-2.598E-003	8.245E-003	1.005E+000	9.927E-002	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.020E+000	1.465E-002	5.283E-003	8.186E-001	-9.857E-004	6.199E-003	1.287E-001	1.101E-001	5.171E-002	-1.806E-002	5416	7848
cg09256683	17	34313637.000000	34313637	Phenotype_001	7.531E-001	9.700E-001	204	0	79	1	1.777E+002	1.737E+002	-2.352E-003	7.464E-003	1.006E+000	9.926E-002	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.027E+000	1.473E-002	5.275E-003	8.186E-001	-9.975E-004	6.636E-003	1.283E-001	1.094E-001	5.109E-002	-1.904E-002	5707	7848
cg21932814	3	122044172.000000	122044172	Phenotype_001	7.532E-001	9.700E-001	204	1	13	1	1.780E+002	1.741E+002	-2.468E-003	7.837E-003	1.005E+000	9.913E-002	-1.022E+000	1.466E-002	5.275E-003	8.186E-001	6.630E-003	1.283E-001	1.098E-001	5.373E-002	-1.905E-002	8.186E-001	-1.064E+000	1.520E-002	5.247E-003	8.186E-001	-9.594E-004	6.868E-003	1.284E-001	1.098E-001	5.373E-002	-1.713E-002	1423	7848
cg17173423	11	59823993.000000	59823993	Phenotype_001	7.532E-001	9.700E-001	204	0	58	1	1.777E+002	1.737E+002	-2.225E-003	7.067E-003	1.005E+000	9.912E-002	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.008E+000	1.451E-002	5.299E-003	8.186E-001	-1.015E-003	6.013E-003	1.284E-001	1.101E-001	5.153E-002	-1.954E-002	4011	7848
cg22772878	19	2721800.000000	2721800	Phenotype_001	7.533E-001	9.700E-001	204	0	83	1	1.777E+002	1.741E+002	3.257E-003	1.035E-002	1.007E+000	9.902E-002	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.000E+000	1.443E-002	5.308E-003	8.186E-001	-1.004E-003	5.070E-003	1.281E-001	1.096E-001	5.188E-002	-1.731E-002	6121	7848
