SNP	Chromosome	GeneticDistance	Position	Pvalue	Qvalue	N	NullLogLike	AltLogLike	SnpWeight	SnpWeightSE	OddsRatio	WaldStat	NullBias	NullCov00Weight	NullCov01Weight	NullCov02Weight	NullCov03Weight	NullCov04Weight	NullVar
cg01722450	18	61816636.000000	61816636	7.210E-001	7.753E-001	204	1.243E+001	1.249E+001	5.809E-003	1.624E-002	1.014E+000	1.279E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02885771	6	144163654.000000	144163654	7.215E-001	7.756E-001	204	1.243E+001	1.249E+001	-6.818E-003	1.910E-002	1.014E+000	1.275E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15071391	13	25862639.000000	25862639	7.217E-001	7.758E-001	204	1.243E+001	1.249E+001	-6.228E-003	1.746E-002	1.015E+000	1.272E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18344063	12	87232511.000000	87232511	7.226E-001	7.766E-001	204	1.243E+001	1.249E+001	-5.739E-003	1.614E-002	1.018E+000	1.264E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19945840	1	1168036.000000	1168036	7.238E-001	7.779E-001	204	1.243E+001	1.249E+001	5.925E-003	1.674E-002	1.021E+000	1.252E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00022866	11	64108440.000000	64108440	7.241E-001	7.780E-001	204	1.243E+001	1.249E+001	5.927E-003	1.677E-002	1.012E+000	1.250E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg22527345	3	49203910.000000	49203910	7.250E-001	7.788E-001	204	1.243E+001	1.249E+001	5.742E-003	1.629E-002	1.017E+000	1.242E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg17940740	22	31318444.000000	31318444	7.270E-001	7.810E-001	204	1.243E+001	1.249E+001	5.733E-003	1.640E-002	1.016E+000	1.222E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg22580512	12	125002474.000000	125002474	7.271E-001	7.810E-001	204	1.243E+001	1.249E+001	5.755E-003	1.647E-002	1.016E+000	1.221E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20202438	1	11907986.000000	11907986	7.274E-001	7.811E-001	204	1.243E+001	1.249E+001	5.725E-003	1.640E-002	1.014E+000	1.219E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07955887	18	8717926.000000	8717926	7.277E-001	7.814E-001	204	1.243E+001	1.249E+001	5.806E-003	1.665E-002	1.015E+000	1.216E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05184394	2	131512773.000000	131512773	7.286E-001	7.822E-001	204	1.243E+001	1.249E+001	5.611E-003	1.615E-002	1.016E+000	1.208E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00242839	10	6130578.000000	6130578	7.301E-001	7.837E-001	204	1.243E+001	1.249E+001	5.987E-003	1.733E-002	1.014E+000	1.194E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11177693	2	27604063.000000	27604063	7.304E-001	7.839E-001	204	1.243E+001	1.249E+001	5.883E-003	1.705E-002	1.013E+000	1.191E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26751631	23	73834295.000000	73834295	7.312E-001	7.845E-001	204	1.243E+001	1.249E+001	-1.464E-002	4.254E-002	1.022E+000	1.184E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14289461	6	112575929.000000	112575929	7.312E-001	7.845E-001	204	1.243E+001	1.249E+001	5.716E-003	1.661E-002	1.017E+000	1.184E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07404485	7	94953653.000000	94953653	7.320E-001	7.853E-001	204	1.243E+001	1.248E+001	-5.807E-003	1.693E-002	1.013E+000	1.176E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26563737	16	89725269.000000	89725269	7.327E-001	7.860E-001	204	1.243E+001	1.248E+001	-5.767E-003	1.686E-002	1.016E+000	1.170E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21402035	22	38219400.000000	38219400	7.329E-001	7.860E-001	204	1.243E+001	1.248E+001	-5.556E-003	1.626E-002	1.018E+000	1.168E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14401837	7	34697493.000000	34697493	7.330E-001	7.860E-001	204	1.243E+001	1.248E+001	-5.602E-003	1.640E-002	1.013E+000	1.167E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00126698	23	100640503.000000	100640503	7.331E-001	7.860E-001	204	1.243E+001	1.248E+001	6.418E-003	1.880E-002	1.017E+000	1.166E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04008913	3	43327465.000000	43327465	7.331E-001	7.860E-001	204	1.243E+001	1.248E+001	5.658E-003	1.657E-002	1.019E+000	1.166E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16692277	13	51640948.000000	51640948	7.336E-001	7.864E-001	204	1.243E+001	1.248E+001	-5.535E-003	1.624E-002	1.014E+000	1.161E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00151234	23	77359363.000000	77359363	7.337E-001	7.864E-001	204	1.243E+001	1.248E+001	-1.315E-002	3.858E-002	1.019E+000	1.161E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10117369	1	203734256.000000	203734256	7.341E-001	7.868E-001	204	1.243E+001	1.248E+001	-5.579E-003	1.640E-002	1.016E+000	1.157E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26220985	1	168698349.000000	168698349	7.351E-001	7.877E-001	204	1.243E+001	1.248E+001	-5.539E-003	1.635E-002	1.015E+000	1.148E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07997737	19	5822630.000000	5822630	7.355E-001	7.880E-001	204	1.243E+001	1.248E+001	-5.520E-003	1.631E-002	1.012E+000	1.145E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg17016000	20	19869644.000000	19869644	7.359E-001	7.883E-001	204	1.243E+001	1.248E+001	5.485E-003	1.624E-002	1.013E+000	1.141E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg06822229	23	108976856.000000	108976856	7.360E-001	7.883E-001	204	1.243E+001	1.248E+001	-1.532E-002	4.537E-002	1.021E+000	1.140E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg22064451	12	49583496.000000	49583496	7.361E-001	7.883E-001	204	1.243E+001	1.248E+001	-5.452E-003	1.615E-002	1.014E+000	1.139E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg24126851	11	6678143.000000	6678143	7.369E-001	7.891E-001	204	1.243E+001	1.248E+001	5.554E-003	1.651E-002	1.012E+000	1.132E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg01656750	16	57771195.000000	57771195	7.380E-001	7.901E-001	204	1.243E+001	1.248E+001	5.506E-003	1.644E-002	1.012E+000	1.122E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15720535	9	139582585.000000	139582585	7.384E-001	7.905E-001	204	1.243E+001	1.248E+001	5.606E-003	1.676E-002	1.021E+000	1.118E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19351638	23	153170390.000000	153170390	7.389E-001	7.909E-001	204	1.243E+001	1.248E+001	5.664E-003	1.697E-002	1.013E+000	1.114E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26661623	17	7019262.000000	7019262	7.391E-001	7.910E-001	204	1.243E+001	1.248E+001	-5.393E-003	1.617E-002	1.015E+000	1.112E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09256683	17	34313637.000000	34313637	7.395E-001	7.914E-001	204	1.243E+001	1.248E+001	5.687E-003	1.708E-002	1.016E+000	1.109E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13410437	11	7818165.000000	7818165	7.397E-001	7.914E-001	204	1.243E+001	1.248E+001	5.397E-003	1.622E-002	1.016E+000	1.107E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09229960	23	153607856.000000	153607856	7.397E-001	7.914E-001	204	1.243E+001	1.248E+001	-2.158E-002	6.486E-002	1.028E+000	1.107E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05836145	7	20827117.000000	20827117	7.406E-001	7.922E-001	204	1.243E+001	1.248E+001	-5.714E-003	1.723E-002	1.015E+000	1.099E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14802951	9	136287409.000000	136287409	7.412E-001	7.927E-001	204	1.243E+001	1.248E+001	-5.647E-003	1.707E-002	1.016E+000	1.094E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19149785	19	51506273.000000	51506273	7.416E-001	7.931E-001	204	1.243E+001	1.248E+001	5.344E-003	1.619E-002	1.017E+000	1.090E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18595258	11	61128572.000000	61128572	7.422E-001	7.936E-001	204	1.243E+001	1.248E+001	5.454E-003	1.656E-002	1.016E+000	1.085E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19668234	3	46759449.000000	46759449	7.425E-001	7.937E-001	204	1.243E+001	1.248E+001	-5.418E-003	1.646E-002	1.013E+000	1.083E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19836199	21	36421941.000000	36421941	7.426E-001	7.938E-001	204	1.243E+001	1.248E+001	5.498E-003	1.672E-002	1.016E+000	1.082E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05058973	7	31002599.000000	31002599	7.428E-001	7.939E-001	204	1.243E+001	1.248E+001	-5.282E-003	1.607E-002	1.014E+000	1.080E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14267151	6	8066098.000000	8066098	7.429E-001	7.939E-001	204	1.243E+001	1.248E+001	-5.478E-003	1.668E-002	1.015E+000	1.079E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg23180270	23	119006837.000000	119006837	7.433E-001	7.942E-001	204	1.243E+001	1.248E+001	6.348E-003	1.936E-002	1.016E+000	1.075E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10061138	3	52529085.000000	52529085	7.443E-001	7.951E-001	204	1.243E+001	1.248E+001	-5.214E-003	1.596E-002	1.014E+000	1.067E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg23067535	8	124195133.000000	124195133	7.449E-001	7.956E-001	204	1.243E+001	1.248E+001	-5.314E-003	1.631E-002	1.011E+000	1.062E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02016419	17	15245237.000000	15245237	7.450E-001	7.956E-001	204	1.243E+001	1.248E+001	5.430E-003	1.667E-002	1.016E+000	1.061E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08361238	1	117452304.000000	117452304	7.450E-001	7.956E-001	204	1.243E+001	1.248E+001	5.461E-003	1.677E-002	1.013E+000	1.060E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg22627427	11	61522498.000000	61522498	7.452E-001	7.957E-001	204	1.243E+001	1.248E+001	-5.331E-003	1.638E-002	1.012E+000	1.059E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21522988	12	29376872.000000	29376872	7.454E-001	7.958E-001	204	1.243E+001	1.248E+001	-5.209E-003	1.602E-002	1.018E+000	1.057E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg03938043	1	212207851.000000	212207851	7.457E-001	7.959E-001	204	1.243E+001	1.248E+001	-5.547E-003	1.708E-002	1.016E+000	1.055E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09440340	1	116654415.000000	116654415	7.457E-001	7.959E-001	204	1.243E+001	1.248E+001	5.451E-003	1.679E-002	1.015E+000	1.055E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12501949	2	179750458.000000	179750458	7.461E-001	7.962E-001	204	1.243E+001	1.248E+001	5.294E-003	1.633E-002	1.014E+000	1.051E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05161795	3	45018949.000000	45018949	7.462E-001	7.962E-001	204	1.243E+001	1.248E+001	-5.518E-003	1.702E-002	1.014E+000	1.051E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg22543648	23	48644610.000000	48644610	7.469E-001	7.969E-001	204	1.243E+001	1.248E+001	5.343E-003	1.653E-002	1.014E+000	1.044E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26116400	23	154254947.000000	154254947	7.471E-001	7.969E-001	204	1.243E+001	1.248E+001	1.088E-002	3.370E-002	1.016E+000	1.043E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg01108476	6	35109383.000000	35109383	7.474E-001	7.970E-001	204	1.243E+001	1.248E+001	-5.497E-003	1.704E-002	1.016E+000	1.040E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg22378065	6	144329172.000000	144329172	7.474E-001	7.970E-001	204	1.243E+001	1.248E+001	5.227E-003	1.621E-002	1.022E+000	1.040E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15555014	17	76164144.000000	76164144	7.475E-001	7.970E-001	204	1.243E+001	1.248E+001	-5.322E-003	1.651E-002	1.016E+000	1.040E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04806409	21	43735505.000000	43735505	7.479E-001	7.973E-001	204	1.243E+001	1.248E+001	-5.281E-003	1.641E-002	1.015E+000	1.036E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12177677	2	158300475.000000	158300475	7.480E-001	7.973E-001	204	1.243E+001	1.248E+001	5.531E-003	1.719E-002	1.015E+000	1.035E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg27417997	4	77356416.000000	77356416	7.481E-001	7.973E-001	204	1.243E+001	1.248E+001	-5.274E-003	1.640E-002	1.013E+000	1.035E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16545105	5	76248749.000000	76248749	7.484E-001	7.975E-001	204	1.243E+001	1.248E+001	5.154E-003	1.605E-002	1.017E+000	1.032E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19949137	23	135579980.000000	135579980	7.485E-001	7.975E-001	204	1.243E+001	1.248E+001	-1.533E-002	4.775E-002	1.021E+000	1.031E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg24027679	1	9086621.000000	9086621	7.489E-001	7.979E-001	204	1.243E+001	1.248E+001	-5.354E-003	1.670E-002	1.011E+000	1.028E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02044879	10	74714935.000000	74714935	7.504E-001	7.994E-001	204	1.243E+001	1.248E+001	-5.426E-003	1.703E-002	1.015E+000	1.015E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg17471102	19	5851255.000000	5851255	7.507E-001	7.996E-001	204	1.243E+001	1.248E+001	-5.333E-003	1.676E-002	1.018E+000	1.012E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07196761	11	73586776.000000	73586776	7.511E-001	7.999E-001	204	1.243E+001	1.248E+001	-5.106E-003	1.607E-002	1.015E+000	1.009E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18799866	23	46618164.000000	46618164	7.512E-001	7.999E-001	204	1.243E+001	1.248E+001	1.422E-002	4.479E-002	1.020E+000	1.008E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19663795	16	30393854.000000	30393854	7.517E-001	8.003E-001	204	1.243E+001	1.248E+001	5.098E-003	1.609E-002	1.013E+000	1.004E-001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg27100123	18	61636779.000000	61636779	7.533E-001	8.019E-001	204	1.243E+001	1.248E+001	5.201E-003	1.653E-002	1.012E+000	9.904E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07173760	19	40229266.000000	40229266	7.533E-001	8.019E-001	204	1.243E+001	1.248E+001	-5.110E-003	1.624E-002	1.014E+000	9.903E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13950558	19	45683263.000000	45683263	7.536E-001	8.020E-001	204	1.243E+001	1.248E+001	-5.519E-003	1.755E-002	1.015E+000	9.884E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02686662	19	292245.000000	292245	7.548E-001	8.032E-001	204	1.243E+001	1.247E+001	-5.364E-003	1.715E-002	1.013E+000	9.781E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg06154597	4	924812.000000	924812	7.550E-001	8.033E-001	204	1.243E+001	1.247E+001	-5.206E-003	1.666E-002	1.014E+000	9.768E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09606564	17	19290353.000000	19290353	7.555E-001	8.036E-001	204	1.243E+001	1.247E+001	-5.000E-003	1.603E-002	1.014E+000	9.723E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11126313	3	46284262.000000	46284262	7.555E-001	8.036E-001	204	1.243E+001	1.247E+001	5.113E-003	1.640E-002	1.015E+000	9.723E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15998761	2	191300784.000000	191300784	7.560E-001	8.041E-001	204	1.243E+001	1.247E+001	5.090E-003	1.636E-002	1.018E+000	9.680E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg23717696	23	70521196.000000	70521196	7.568E-001	8.048E-001	204	1.243E+001	1.247E+001	5.117E-003	1.650E-002	1.013E+000	9.616E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20103550	14	44976457.000000	44976457	7.572E-001	8.051E-001	204	1.243E+001	1.247E+001	5.032E-003	1.625E-002	1.015E+000	9.585E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26681123	9	140125311.000000	140125311	7.579E-001	8.058E-001	204	1.243E+001	1.247E+001	5.288E-003	1.713E-002	1.015E+000	9.525E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04245402	19	751241.000000	751241	7.582E-001	8.059E-001	204	1.243E+001	1.247E+001	5.036E-003	1.634E-002	1.014E+000	9.503E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08351331	20	36975083.000000	36975083	7.582E-001	8.059E-001	204	1.243E+001	1.247E+001	-5.072E-003	1.645E-002	1.015E+000	9.501E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg24607535	20	58533495.000000	58533495	7.631E-001	8.110E-001	204	1.243E+001	1.247E+001	-4.913E-003	1.628E-002	1.011E+000	9.107E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10468702	19	14585209.000000	14585209	7.637E-001	8.114E-001	204	1.243E+001	1.247E+001	4.884E-003	1.622E-002	1.013E+000	9.064E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18735146	13	21140606.000000	21140606	7.640E-001	8.117E-001	204	1.243E+001	1.247E+001	-5.229E-003	1.740E-002	1.018E+000	9.036E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21400896	17	47288569.000000	47288569	7.642E-001	8.117E-001	204	1.243E+001	1.247E+001	4.891E-003	1.628E-002	1.013E+000	9.024E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16334795	21	42538894.000000	42538894	7.643E-001	8.117E-001	204	1.243E+001	1.247E+001	-4.832E-003	1.609E-002	1.012E+000	9.017E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15021292	5	67521596.000000	67521596	7.656E-001	8.130E-001	204	1.243E+001	1.247E+001	-4.796E-003	1.606E-002	1.011E+000	8.914E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09096031	2	198540569.000000	198540569	7.661E-001	8.132E-001	204	1.243E+001	1.247E+001	-4.892E-003	1.642E-002	1.012E+000	8.876E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg25946374	1	24469791.000000	24469791	7.661E-001	8.132E-001	204	1.243E+001	1.247E+001	4.903E-003	1.646E-002	1.015E+000	8.872E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16628918	8	145580818.000000	145580818	7.662E-001	8.132E-001	204	1.243E+001	1.247E+001	4.989E-003	1.675E-002	1.014E+000	8.870E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00592315	14	94384611.000000	94384611	7.662E-001	8.132E-001	204	1.243E+001	1.247E+001	4.776E-003	1.604E-002	1.014E+000	8.869E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14178895	6	11778902.000000	11778902	7.662E-001	8.132E-001	204	1.243E+001	1.247E+001	5.143E-003	1.727E-002	1.011E+000	8.865E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13112511	5	58882753.000000	58882753	7.667E-001	8.135E-001	204	1.243E+001	1.247E+001	-4.814E-003	1.620E-002	1.011E+000	8.829E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16927606	19	36233324.000000	36233324	7.669E-001	8.136E-001	204	1.243E+001	1.247E+001	4.931E-003	1.661E-002	1.013E+000	8.814E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18939260	8	125741346.000000	125741346	7.671E-001	8.138E-001	204	1.243E+001	1.247E+001	5.227E-003	1.763E-002	1.013E+000	8.793E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08314660	11	394199.000000	394199	7.685E-001	8.151E-001	204	1.243E+001	1.247E+001	-4.934E-003	1.674E-002	1.017E+000	8.690E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11911951	16	1430216.000000	1430216	7.687E-001	8.152E-001	204	1.243E+001	1.247E+001	-4.731E-003	1.606E-002	1.012E+000	8.674E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg22805632	17	38978827.000000	38978827	7.694E-001	8.159E-001	204	1.243E+001	1.247E+001	4.734E-003	1.613E-002	1.011E+000	8.618E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg17706173	16	1582581.000000	1582581	7.699E-001	8.161E-001	204	1.243E+001	1.247E+001	4.729E-003	1.614E-002	1.012E+000	8.582E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00936626	3	196694856.000000	196694856	7.699E-001	8.161E-001	204	1.243E+001	1.247E+001	-4.746E-003	1.620E-002	1.013E+000	8.581E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26409237	4	10041000.000000	10041000	7.699E-001	8.161E-001	204	1.243E+001	1.247E+001	-4.719E-003	1.611E-002	1.014E+000	8.578E-002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
